City,Name,Type,Latitude,Longitude,Description
Ernakulam,Public Works Department Rest House,guest_house,9.9655072,76.2386461,
Ernakulam,Cochin Airport Budget Hotel,hotel,10.1616019,76.3820161,
Ernakulam,White City,hotel,10.1401502,76.2301145,
Ernakulam,Le Méridien,hotel,9.9338026,76.3165193,
Ernakulam,Mangalavanam,attraction,9.9902736,76.2748289,
Ernakulam,IMA House,guest_house,9.9885869,76.3012751,
Ernakulam,Elight Palazo Hotel,hotel,10.1898554,76.3864365,
Ernakulam,Golden Palace,hotel,10.1471077,76.2351065,
Ernakulam,JJ Residency,guest_house,10.0105189,76.2876031,
Ernakulam,Abhayaranyam Elephant Park,zoo,10.1935255,76.5295233,
Ernakulam,Sankaracharya Guest House,guest_house,10.1692093,76.4468025,
Ernakulam,Hotel Airlink Castle,hotel,10.1550905,76.3548516,
Ernakulam,Papavinashanathirtham,attraction,9.9565352,76.2514644,
Ernakulam,Mattancherry Paradesi Synagogue,attraction,9.9574826,76.2593017,
Ernakulam,Grand Hyatt Kochi Bolgatty,hotel,9.987147,76.2649332,
Ernakulam,Bolgatty Palace,attraction,9.9851394,76.2675929,
Ernakulam,Pournami Hotel,hotel,10.1393516,76.53682,
Ernakulam,Ideal Residency,hotel,9.9702651,76.2839178,
Ernakulam,Palm Grove Villa,guest_house,9.9619235,76.296124,
Ernakulam,HOTEL SEA VIEW IN,hotel,9.9732464,76.2439238,
Ernakulam,Malabar House,hotel,9.9644368,76.2394884,
Ernakulam,ceylon bakehouse,hotel,10.1146751,76.4688103,
Ernakulam,Kadambrayar Eco Tourism Village Restaurant And Boat Club,yes,10.0365296,76.38694,
Ernakulam,Perumbilly Durbar,chalet,10.1012723,76.4583041,
Ernakulam,PWD Rest House,guest_house,10.1160733,76.4743019,
Ernakulam,Crystal Museum,museum,9.7790703,76.280288,
Ernakulam,Manikandachal bridge,attraction,10.1594758,76.7868251,
Ernakulam,Tourfilla,information,10.0237143,76.3129392,
Ernakulam,FirefliesTours,information,10.0134834,76.34601,
Ernakulam,hydel tourism,yes,10.2834423,76.4340086,
Ernakulam,Hotel Top Form,hotel,9.9395368,76.2601231,
Ernakulam,flora residency,chalet,10.1149068,76.4685532,
Ernakulam,Trident Hotel-Kochi,hotel,9.9590979,76.2693113,
Ernakulam,Kochi Port Trust Guest House,guest_house,9.9696382,76.2623689,
Ernakulam,Hotel Rabana,hotel,10.0854889,76.4670952,
Ernakulam,Sidra Pristine Hotel,hotel,9.9964055,76.28657,
Ernakulam,Viewing Gallery,attraction,10.1562922,76.3935796,
Ernakulam,"Galaxy Hotel, Paravoor",hotel,10.1524776,76.2336962,
Ernakulam,Ashwini #1,guest_house,9.8596315,76.5843932,
Ernakulam,Ashwini #2,guest_house,9.8596308,76.5844455,
Ernakulam,Ashwini #3,guest_house,9.859632,76.5844987,
Ernakulam,Kerala Museum,museum,10.038,76.3147468,
Ernakulam,Kerala Museum Art Gallery,museum,10.0384772,76.3143771,
Ernakulam,Aleena Hotel and cafe,hotel,10.0075689,76.6806828,
Ernakulam,Fragrant Nature,hotel,9.9670252,76.2524115,
Ernakulam,Mattancherry Dutch Palace Complex,attraction,9.9584395,76.2589856,
Ernakulam,Taj Malabar Resort & Spa,hotel,9.9689001,76.2580105,
Ernakulam,Tower House Hotel,hotel,9.9674162,76.2418271,
Ernakulam,Dutch Bungalow,hotel,9.963412,76.2391057,
Ernakulam,Bastion Bungalow,attraction,9.9674567,76.2411728,
Ernakulam,Brunton Boatyard,hotel,9.9686063,76.2455967,
Ernakulam,Aspinwall House,attraction,9.9686346,76.2465405,
Ernakulam,Thiruthanathil,hotel,10.2069405,76.4520519,
Ernakulam,Le Maritime Kochi,hotel,9.9827485,76.241507,
Ernakulam,Cherai Tourist Home,hotel,10.1390491,76.1950198,
Ernakulam,The Dunes Cochin,hotel,9.9792674,76.2842548,
Ernakulam,Ceylon Bake House,hotel,9.9699114,76.2868381,
Ernakulam,Ashoka Tourist Home,hotel,9.9772296,76.2873129,
Ernakulam,Malabar Plaza Residency,hotel,9.9678367,76.2834404,
Ernakulam,Bharat Hotel,hotel,9.9673493,76.2817198,
Ernakulam,PWD Rest House,guest_house,9.9763542,76.2786546,
Ernakulam,Holiday Hotel,hotel,10.1409776,76.1941168,
Ernakulam,Kottaram Hotel,hotel,9.993159,76.2384022,
Ernakulam,Hotel Seeloha Grande,hotel,9.8829674,76.4720978,
Ernakulam,Ibis Kochi City Centre,hotel,9.9811085,76.2827595,
Ernakulam,Abad Atrium Hotel,hotel,9.9780477,76.282613,
Ernakulam,Hotel Pearl Palace,hotel,9.9758867,76.2849332,
Ernakulam,Hotel Abad Metro,hotel,9.9785855,76.2861654,
Ernakulam,Hotel Span International,hotel,9.9790389,76.2861014,
Ernakulam,KTDC Tamarind Hotel,hotel,10.1737363,76.4375843,
Ernakulam,Olive Downtown,hotel,9.9670927,76.300268,
Ernakulam,Radisson Blu,hotel,9.9675027,76.3071953,
Ernakulam,Le Méridien,hotel,9.9339637,76.3165339,
Ernakulam,Crowne Plaza Kochi,hotel,9.9337303,76.319187,
Ernakulam,aroma hotel,hotel,9.8852088,76.4446959,
Ernakulam,Hotel Athena Central,hotel,9.8734203,76.4857782,
Ernakulam,Pazhoor Kakkad Rope Bridge,attraction,9.8855251,76.4720628,
Ernakulam,Hotel Luminara,hotel,9.9899303,76.2847838,
Ernakulam,Farsana Hotel,hotel,10.0909845,76.3459503,
Ernakulam,store room,guest_house,10.0182535,76.4533401,
Ernakulam,Hotel Maria Intenational,hotel,10.0631188,76.6226928,
Ernakulam,OG's Kandhari,hotel,9.9360855,76.3176377,
Ernakulam,pieta,artwork,10.1755237,76.4476829,
Ernakulam,The Avenue Regent,hotel,9.9667897,76.2866755,
Ernakulam,Anitha Aquarium,aquarium,10.1708645,76.4461374,
Ernakulam,Chayakada,hotel,9.8351338,76.5548342,
Ernakulam,Hotel Geo,hotel,9.9343685,76.2641732,
Ernakulam,Hotel Kavery Tourist Home,hotel,10.0629107,76.6276712,
Ernakulam,Hotel Uduppi Bhavan(Pure Veg),hotel,10.0638548,76.626839,
Ernakulam,Bhaskaran Colony,camp_site,9.9677783,76.3588119,
Ernakulam,"Jawahar Navodaya Vidyalaya, Neriamangalam, Kerala",camp_site,10.0532452,76.7755332,
Ernakulam,North Regency,hotel,9.9877303,76.2858738,
Ernakulam,Park Residency,hotel,9.9663493,76.2996165,
Ernakulam,Sringeri Sharada Guest House,guest_house,10.1689124,76.4468305,
Ernakulam,Sringeri building,guest_house,10.1703605,76.4465203,
Ernakulam,Abaam,hotel,9.9698567,76.319801,
Ernakulam,usthad,hotel,10.0636127,76.6217713,
Ernakulam,Green Dreams,hotel,9.945238,76.2939065,
Ernakulam,Hotel Navaratna,hotel,10.102527,76.3496512,
Ernakulam,പാരെയ്സ് ദി റെസിഡൻസി,hotel,9.9837335,76.5782919,
Ernakulam,Alpha Residenz,hotel,10.0278219,76.3164417,
Ernakulam,Merchant Guest House,guest_house,10.0671902,76.6240386,
Ernakulam,Kabani International,hotel,9.9793161,76.5864933,
Ernakulam,Avenue Center Hotel,hotel,9.9571003,76.2966045,
Ernakulam,Hotel Paulson Park,hotel,9.9691072,76.289377,
Ernakulam,Adhyapaka Bhavan,guest_house,9.9716696,76.2876615,
Ernakulam,Suresh Art Gallery,gallery,9.9623929,76.2584392,
Ernakulam,Hotel Metro,hotel,10.0811002,76.3434802,
Ernakulam,The Westface Cochin,hotel,9.9328129,76.2981721,
Ernakulam,Chembarathi Hotel,hotel,10.0591229,76.6379652,
Ernakulam,Shalimar Metro,hotel,9.9665715,76.2906001,
Ernakulam,Shalimar Residency,hotel,9.9663967,76.2906115,
Ernakulam,Hotel Shaziya,hotel,9.9687661,76.2893705,
Ernakulam,Hotel Safal,hotel,9.9289697,76.3180237,
Ernakulam,Lulu Flight Kitchen,hotel,10.1600429,76.3825005,
Ernakulam,OYO 14963,guest_house,10.01434,76.295108,
Ernakulam,Ramakrishna Mission Guest House,guest_house,10.1672596,76.4439949,
Ernakulam,Periyar Hotel,hotel,10.0530722,76.7729704,
Ernakulam,Hotel Priyadarshini,hotel,9.8949476,76.2959341,
Ernakulam,Abad Hotel,hotel,9.9451427,76.2579945,
Ernakulam,Residence Inn,hotel,10.1127645,76.5144403,
Ernakulam,Le- malabar Hotel,hotel,9.9513074,76.628664,
Ernakulam,Thakidiel family restaurant,hotel,9.9510361,76.6286822,
Ernakulam,Sangeetha Hotel,hotel,9.9490292,76.6291563,
Ernakulam,Hotel Nayana,hotel,9.9450794,76.6370036,
Ernakulam,Hotel Badariya,hotel,10.1952717,76.3855612,
Ernakulam,Sana Hotel,hotel,10.0214413,76.3343991,
Ernakulam,Hotel Narendra Central,hotel,9.9762397,76.5803322,
Ernakulam,New High Range Hotel,hotel,9.977068,76.5792438,
Ernakulam,Karthika Hotel and Cool Bar,hotel,9.9827917,76.5777278,
Ernakulam,Hayath Hotel,hotel,9.9890596,76.5814003,
Ernakulam,Aiswarya Hotel,hotel,9.9453108,76.5741323,
Ernakulam,sarahs kitchens,hotel,10.0092256,76.4555474,
Ernakulam,sree saravana bhavan,hotel,9.975907,76.4984515,
Ernakulam,Hotel Benhur,hotel,9.9513158,76.3313885,
Ernakulam,HOtel Durga,hotel,10.0160334,76.2762638,
Ernakulam,Hotel Aryaas,hotel,10.1850877,76.3802152,
Ernakulam,Hotel Surya,hotel,10.1839736,76.3805157,
Ernakulam,Hotel Gee Bee Palace,hotel,10.1834285,76.3802018,
Ernakulam,Vava's Hotel,hotel,9.8724334,76.4909564,
Ernakulam,dad sons professional art workshop,artwork,9.9806974,76.4833948,
Ernakulam,ila nadan thattukada,hotel,9.9805482,76.480587,
Ernakulam,Bhavana Kudumbasree hotel,hotel,9.9805242,76.4681246,
Ernakulam,hotel palace,hotel,9.980767,76.4673957,
Ernakulam,Deepa Hotel,hotel,9.9036467,76.5168832,
Ernakulam,Thakkali Oru Naadan Bhakshana Shala,hotel,10.0058666,76.2771417,
Ernakulam,Jithin Bakery,hotel,9.8636381,76.5932969,
Ernakulam,swad family friendly hotel,hotel,9.9810729,76.4769067,
Ernakulam,Kudumba Sree Hotel,hotel,10.0274436,76.4502547,
Ernakulam,FabHotel Mukalar Residency,hotel,10.0587699,76.3948585,
Ernakulam,hotel sneha,hotel,9.858336,76.595254,
Ernakulam,Malabar Palaharathattu,hotel,9.9996345,76.2799387,
Ernakulam,GTN Quarters -Guest House,guest_house,10.0885977,76.3859235,
Ernakulam,Krishna Hotel,hotel,10.0342297,76.5464621,
Ernakulam,Aaryas Hotel,hotel,9.9285917,76.3180216,
Ernakulam,Sree Ganapathy Hotel,hotel,10.0173556,76.3025206,
Ernakulam,Thayamkery's Royal Inn,motel,10.0217112,76.3070527,
Ernakulam,Hotel greenland residency,hotel,9.9743662,76.2880567,
Ernakulam,St Antony's Lodge,hotel,9.9772419,76.2878561,
Ernakulam,Marriott Executive Apartments,hotel,10.1699585,76.3863252,
Ernakulam,Annapoorneshwari Tourist home,motel,9.9735311,76.2876638,
Ernakulam,Devika,hotel,10.0132017,76.2773524,
Ernakulam,Achanum Makkalum Hotel,hotel,10.0063541,76.2785918,
Ernakulam,Hotel Vaishali,hotel,10.0062502,76.2786153,
Ernakulam,nas hotel,hotel,9.9236327,76.3171232,
Ernakulam,galaxy,hotel,10.0122679,76.324864,
Ernakulam,The baking hub,hotel,10.0002805,76.2822259,
Ernakulam,Sree narayana hotel,hotel,10.115484,76.5004309,
Ernakulam,Karthika Residency,hotel,9.9667882,76.2930062,
Ernakulam,Hotel Malabar Plaza,hotel,10.028139,76.3102824,
Ernakulam,Sri Narayana Guru swamy statue,artwork,9.8520393,76.3850082,
Ernakulam,Empire Plaza kundannoor,hotel,9.9438626,76.3186171,
Ernakulam,Urban House Emarald Suites,hotel,9.9655245,76.3152135,
Ernakulam,Hotel indian,hotel,9.9811712,76.2867382,
Ernakulam,Hotel Embassy,hotel,9.9680309,76.2902325,
Ernakulam,Hotel South Castle,hotel,9.9682885,76.2902616,
Ernakulam,We One Comfort,hotel,9.9690673,76.2988488,
Ernakulam,Al Mannal Home Stay,motel,10.0353022,76.2926123,
Ernakulam,Royal,hotel,10.0829159,76.4660654,
Ernakulam,Popular Mega Motors - Tata Motors,caravan_site,10.125665,76.314135,
Ernakulam,private hotel,hotel,10.1034099,76.2042544,
Ernakulam,Arjun,hotel,9.8516472,76.3906528,
Ernakulam,Poornnasree,hotel,9.8516332,76.3901922,
Ernakulam,Q One Plaza,hotel,9.9636381,76.2866658,
Ernakulam,Hotel Aiswarya,hotel,9.9676828,76.2849644,
Ernakulam,Archana Inn,hotel,9.9679554,76.2845746,
Ernakulam,Hotel Srinivas,hotel,9.9795395,76.2825286,
Ernakulam,Kochi Marriott Hotel,hotel,10.0293991,76.3075127,
Ernakulam,Golf View Hotel and Suites,hotel,10.1511398,76.3670702,
Ernakulam,Pepper Salt Hotel,hotel,9.9861778,76.5651803,
Ernakulam,Hotel Sugar,motel,9.9304602,76.3183444,
Ernakulam,Malabar Fast Food,hotel,9.9803562,76.5540137,
Ernakulam,Periyar Riverview,motel,10.155984,76.4369547,
Ernakulam,Chandini Park,hotel,10.0481156,76.317219,
Ernakulam,Beith Hotel,hotel,10.0479484,76.3176922,
Ernakulam,Hotel Savitha & Bake House,hotel,10.05498,76.7758404,
Ernakulam,javahar navodaya,camp_site,10.0535704,76.7780615,
Ernakulam,AMMIS HOTEL,hotel,10.0527189,76.7736536,
Ernakulam,V K J International,hotel,10.1513437,76.7347717,
Ernakulam,Akshya hotel,hotel,9.9688712,76.4256798,
Ernakulam,Tea Bungalow,hotel,9.9629136,76.2456704,
Ernakulam,Novotel Kochi Infopark,hotel,10.0153111,76.3628551,
Ernakulam,Rajadhani Residency,hotel,9.989413,76.2850507,
Ernakulam,Ishaque Mamadey Biriyanikada,hotel,10.1496987,76.2603466,
Ernakulam,Hotel Fizza,hotel,10.1311723,76.284136,
Ernakulam,Hotel and Tea Shop,hotel,10.1304936,76.2871871,
Ernakulam,Harishree Lodge 2,motel,10.1596171,76.22284,
Ernakulam,Harishree Lodge,motel,10.1603683,76.2224664,
Ernakulam,Aanamaker Gallery,gallery,10.1673217,76.2224557,
Ernakulam,Puzhayoram Guest House,guest_house,10.1923768,76.2009802,
Ernakulam,Elassery House,motel,10.1811023,76.3793597,
Ernakulam,Aquatales,aquarium,10.184841,76.3806934,
Ernakulam,Hafil,motel,10.1000082,76.3061084,
Ernakulam,kilikoodu hotel,hotel,10.0223989,76.2246809,
Ernakulam,grill house,hotel,10.0224823,76.2244014,
Ernakulam,Hotel MJM Plaza,hotel,9.972992,76.2826635,
Ernakulam,"Pravasi Lodge , Neriamangalam",motel,10.0544926,76.7763289,
Ernakulam,Swad Hotel,hotel,10.1747553,76.2667111,
Ernakulam,Hotel Rathees,hotel,9.9696834,76.4235513,
Ernakulam,SN Hotel And Fast Food,hotel,10.1877246,76.4803873,
Ernakulam,Chavara Kuriakose Museum,museum,10.0997832,76.2658081,
Ernakulam,Quality Airport,hotel,10.1656057,76.3962569,
Ernakulam,Matha Hotel,motel,10.0347463,76.2941538,
Ernakulam,Hotel Dhanya,hotel,10.1727864,76.2748886,
Ernakulam,Chingam Hotel & Restaurant,hotel,9.8787238,76.482382,
Ernakulam,Hotel Amma Residency,hotel,10.1650211,76.4393103,
Ernakulam,Landmark Hotel,hotel,9.999697,76.2983215,
Ernakulam,Hotel Safa,hotel,10.066797,76.4935015,
Ernakulam,Maankara Hotels,hotel,10.1499749,76.2347813,
Ernakulam,Ambady HOTEL,hotel,10.0324913,76.61007,
Ernakulam,Hotel Bhadhani,hotel,10.0785343,76.4730287,
Ernakulam,Manu Hotel,hotel,10.0833993,76.4660662,
Ernakulam,Paradise Hotel,hotel,9.8492505,76.4073987,
Ernakulam,Hotel Arya Jyothi,hotel,9.9797914,76.4728937,
Ernakulam,Hotel Kadambari Regency,hotel,10.1757579,76.4221869,
Ernakulam,Sreevalsam Residency,hotel,10.1784234,76.4183324,
Ernakulam,Lodge,hotel,10.1824181,76.4272926,
Ernakulam,playground,camp_site,10.0209013,76.6451963,
Ernakulam,Aswathy hotel,hotel,10.0592312,76.6509382,
Ernakulam,Vrindavan hotel,hotel,10.0590791,76.6517633,
Ernakulam,Thalassery hotel,hotel,10.0583481,76.6537469,
Ernakulam,Kairali Food Court,hotel,9.9759387,76.504566,
Ernakulam,Rose Lodge,motel,10.0343709,76.2948161,
Ernakulam,Hotel pappu,hotel,10.0031263,76.4866733,
Ernakulam,Homely Food,hotel,10.0324848,76.3224647,
Ernakulam,Falafil Dubai,hotel,10.0359919,76.3263609,
Ernakulam,Tasty Food,hotel,10.0319321,76.3217996,
Ernakulam,Fathima Restaurant.,hotel,10.0300852,76.3193526,
Ernakulam,Hotel Durbar,hotel,10.0853672,76.2953881,
Ernakulam,Vanam Colony Poovakulam,camp_site,9.8513792,76.6139554,
Ernakulam,Butterfly museum,museum,10.1305217,76.6874892,
Ernakulam,Hotel Taj Gateway,hotel,9.9763647,76.2771556,
Ernakulam,Century Plaza Tourist Home,motel,9.9666765,76.2897948,
Ernakulam,Hotel Shadow Regency,hotel,9.9658302,76.2898989,
Ernakulam,Premier Regency,hotel,9.9693001,76.2901384,
Ernakulam,Pottayil Restaurant,hotel,9.9341995,76.5990508,
Ernakulam,Hotel Maluus,hotel,10.0049879,76.6038487,
Ernakulam,Hotel Hill Heights,hotel,10.028233,76.3939283,
Ernakulam,Pakal veedu,motel,9.934926,76.3056969,
Ernakulam,Pakal Veedu,motel,9.9407583,76.3075338,
Ernakulam,kunnathumattathil hotel,hotel,9.9098757,76.6074942,
Ernakulam,Four Points by Sheraton,hotel,10.0073875,76.3627838,
Ernakulam,Rest House,guest_house,10.1316584,76.458702,
Ernakulam,CUSAT Guest House,guest_house,10.0436383,76.3257349,
Ernakulam,The Neighbourhood,hotel,9.9669653,76.283432,
Ernakulam,South Regency,hotel,9.9692585,76.2899103,
Ernakulam,KK International,hotel,9.9695398,76.2899502,
Ernakulam,Indian Naval Maritime Museum,museum,9.9582773,76.2388644,
Ernakulam,Kaprikkad Mini Zoo,zoo,10.1927818,76.529287,
Ernakulam,Travancore Court,hotel,9.9671983,76.2853473,
Ernakulam,Polakulath Tourist Home,hotel,9.9014767,76.3905788,
Ernakulam,The Wyte Fort Hotel,hotel,9.9477749,76.3188707,
Ernakulam,Synodal Museum,museum,9.918496,76.3620294,
Ernakulam,"The Postcard Mandalay Hall, Kochi",hotel,9.957302,76.2594728,
Ernakulam,Hotel Yuvraj,hotel,9.9497697,76.2922084,
Ernakulam,Casino Hotel,hotel,9.9616901,76.2694155,
Ernakulam,ICAR-CIFT Guest House,guest_house,9.9469508,76.2953313,
Ernakulam,Times Square Hotel,hotel,9.9701294,76.2840968,
Ernakulam,Cherish Homestay,guest_house,9.9642046,76.2443152,
Ernakulam,Anna Maria Residency Homestay,guest_house,9.9642927,76.2448046,
Ernakulam,Venduruthy Bridge,attraction,9.9449312,76.2846986,
Ernakulam,Gabi on the sea,guest_house,10.1675507,76.1692444,
Ernakulam,36 Palms,hotel,10.1619737,76.171156,
Ernakulam,Club Mahindra Resort Indriya,hotel,10.1372263,76.1805499,
Ernakulam,supreme hotel and supermarket,hotel,10.1410634,76.1942009,
Ernakulam,Edreena Chris Home Stay,guest_house,9.9639017,76.2442252,
Ernakulam,Bethel Home Stay,guest_house,9.9637619,76.2441105,
Ernakulam,Abad Pepper Route,hotel,9.9671943,76.24525,
Ernakulam,Rosa Rio Home Stay,guest_house,9.9642757,76.2402843,
Ernakulam,ChristVille Home Stay,hotel,9.9628283,76.2424478,
Ernakulam,Spice Holidays (Homestay),hotel,9.9658521,76.2427019,
Ernakulam,Gloria Homestay,guest_house,9.962846,76.24218,
Ernakulam,Nichoos Inn (correct address),guest_house,9.9634124,76.2441331,
Ernakulam,Hotel Centre Point,hotel,9.9622755,76.2890049,
Ernakulam,CUSAT GUEST HOUSE,guest_house,10.0401627,76.3281326,
Ernakulam,Aryaas Regent,hotel,9.9993707,76.3595466,
Ernakulam,prime meridian,hotel,9.886864,76.328777,
Ernakulam,Daya by Renai,hotel,9.9676464,76.3126799,
Ernakulam,Coastal Residency,hotel,9.9630126,76.2840488,
Ernakulam,Kowdi House,guest_house,9.9620952,76.286886,
Ernakulam,The Neighbourhood,motel,9.967092,76.2836632,
Ernakulam,Nambiars,hotel,9.9667648,76.2852726,
Ernakulam,Hotel Palace,hotel,9.9668148,76.2862073,
Ernakulam,Hotel Dwaraka,hotel,9.9658009,76.2863713,
Ernakulam,South Gate Residency,hotel,9.9674506,76.289546,
Ernakulam,Hazel Gardenz,hotel,9.9682977,76.289544,
Ernakulam,Hotel Emirates Residency,hotel,9.968387,76.2900098,
Ernakulam,NM Hotels,hotel,9.9678068,76.2903418,
Ernakulam,K-Grandeur Hotels,hotel,9.9675347,76.2903476,
Ernakulam,Daan South Park,motel,9.9671768,76.289862,
Ernakulam,Hotel South Fort,hotel,9.9671377,76.2905109,
Ernakulam,Navaneeth Lodge,motel,9.9665947,76.2896233,
Ernakulam,Anadiyil LeelaKrishna Inn,motel,9.9662646,76.2887718,
Ernakulam,Metro Lodge,motel,9.9670934,76.2879909,
Ernakulam,Oak Field Inn,motel,9.9671042,76.2880904,
Ernakulam,Ivy Court Inn,hotel,9.9659494,76.2883615,
Ernakulam,Ravi Lodge,hotel,9.9659628,76.2881651,
Ernakulam,QNE Plaza,motel,9.9640119,76.2887325,
Ernakulam,Yas Residency,motel,9.9632002,76.2883255,
Ernakulam,Ruby Tourist Home,motel,9.963639,76.2891265,
Ernakulam,Thulasi Inn,motel,9.9648162,76.2916904,
Ernakulam,Mariyas residency,motel,9.9633695,76.2918031,
Ernakulam,Thulasi Inn,motel,9.9624498,76.2921645,
Ernakulam,Vivanta Ernakulam,hotel,9.9760163,76.2772836,
Ernakulam,Hotel Sealord,hotel,9.9787842,76.2767986,
Ernakulam,KTDC Tourist Reception Centre,information,9.9769678,76.2777492,
Ernakulam,Hotel Astro Marine,hotel,9.9767606,76.2769952,
Ernakulam,Grand Hakoba Hotel,hotel,9.9773412,76.2775322,
Ernakulam,Hotel Seashell,hotel,9.9784562,76.2769567,
Ernakulam,Marine Inn,hotel,9.9787404,76.2771465,
Ernakulam,Kerala Folklore Museum,museum,9.933021,76.2991467,
Ernakulam,Keys Select Kochi,hotel,9.9333017,76.3000313,
Ernakulam,Muhammad Lodge,hotel,9.9443766,76.293289,
Ernakulam,MVX Residency,hotel,9.955635,76.2987818,
Ernakulam,Westend Casa,hotel,9.9494294,76.2996113,
Ernakulam,Geetham Inn,hotel,9.9674763,76.3034574,
Ernakulam,Dream Land View,hotel,9.9653107,76.3093454,
Ernakulam,Adhyapaka Bhavan,guest_house,9.9713694,76.2879006,
Ernakulam,Edassery Mansion,hotel,9.9839018,76.3005958,
Ernakulam,Clarion Hotel Khayal,hotel,10.0029734,76.3622717,
Ernakulam,Tristar Presidency,hotel,9.958765,76.2935602,
Ernakulam,Elamkunnappuzha Beach,attraction,10.0238548,76.2121575,
Ernakulam,Marine Drive,yes,9.9821811,76.2737908,
Ernakulam,Mermaid,hotel,9.9713617,76.3245103,
Kozhikode,Mittayi Theruvu,attraction,11.2499089,75.7813404,
Kozhikode,Sarovaram Boating,attraction,11.267021,75.794123,
Kozhikode,Palakot Temple pond,attraction,11.2874963,75.8478949,
Kozhikode,HCL Service Centre,hotel,11.2546471,75.7903646,
Kozhikode,Sikshak Sadan,guest_house,11.2522183,75.7870636,
Kozhikode,Malabar Gate,hotel,11.252495,75.7871416,
Kozhikode,Beach Hotel,hotel,11.2523698,75.7712899,
Kozhikode,Hotel Sea Queen,hotel,11.2507599,75.7720087,
Kozhikode,Sterling Art Gallery,artwork,11.2471103,75.7814336,
Kozhikode,Aradhana Tourist Home,hotel,11.2449133,75.7847626,
Kozhikode,Kappad Beach Resort,hotel,11.3955768,75.7135505,
Kozhikode,Calicut Tower,hotel,11.260193,75.7884978,
Kozhikode,AR. Residency,motel,11.3066824,75.8789336,
Kozhikode,KSEB Inspection Bangalow,guest_house,11.5517792,75.8894696,
Kozhikode,Lakkidi viewpoint Wayanad churam,viewpoint,11.5118372,76.0188295,
Kozhikode,Top,viewpoint,11.3291954,76.1162495,
Kozhikode,Kariyathanpara,attraction,11.5362137,75.8945099,
Kozhikode,Kakkayam Dam,attraction,11.5555963,75.9191978,
Kozhikode,Arippara Waterfalls,attraction,11.4381033,76.0465043,
Kozhikode,Surya,hotel,11.5614682,75.7588288,
Kozhikode,Janakikadu Eco Tourism View Point,attraction,11.6248637,75.7960766,
Kozhikode,Pottiyapara View Point,attraction,11.6479413,75.8610046,
Kozhikode,Manuelson's Malabar Hotel,hotel,11.2528994,75.7837683,
Kozhikode,Park Residency Beer and Wine Parlour,hotel,11.6523679,75.7566703,
Kozhikode,Boat Ride,attraction,11.5610457,75.6052953,
Kozhikode,Seiken Hills,apartment,11.2804282,75.8067824,
Kozhikode,Chenkottakkolli River Side View Point,viewpoint,11.6110859,75.8398568,
Kozhikode,Chenkottakkolli River Side View Point,viewpoint,11.6170538,75.8498823,
Kozhikode,Peruvannamuzhi Reservoir View Point,viewpoint,11.5981891,75.8306188,
Kozhikode,Pampankode Bridge View Point,viewpoint,11.6685716,75.8417687,
Kozhikode,Pattayil Meethal House,guest_house,11.3031536,75.8701128,
Kozhikode,Thambilali,guest_house,11.3471693,75.8093154,
Kozhikode,North Park,hotel,11.5995809,75.5931148,
Kozhikode,home,guest_house,11.2958771,75.9755096,
Kozhikode,Athalakkal,guest_house,11.444472,75.7177789,
Kozhikode,"Thorai kadav,thuvakkode",attraction,11.4078024,75.7473773,
Kozhikode,Keezhariyour korapra,guest_house,11.5090769,75.6562656,
Kozhikode,Jeshin's Home,guest_house,11.2587491,75.8015809,
Kozhikode,Proposed,hotel,11.285891,75.8059166,
Kozhikode,Sreemani Tourist Home,hotel,11.5953582,75.5946098,
Kozhikode,City tourist home,hotel,11.5953786,75.5943857,
Kozhikode,angel,aquarium,11.4205133,75.8305013,
Kozhikode,Sali Meledath,guest_house,11.3173647,75.7930948,
Kozhikode,Shaji Meledath,guest_house,11.3185983,75.7927428,
Kozhikode,Nizar Kakkodi,guest_house,11.3201246,75.8034742,
Kozhikode,Kakkad Eco Tourism,attraction,11.4948966,75.9618223,
Kozhikode,Shajeerkka & Rashikka wife House,guest_house,11.3264018,75.8364771,
Kozhikode,Sakkariya Unni Kakkur,guest_house,11.386606,75.8222368,
Kozhikode,Shajeer Kakkur,guest_house,11.3851865,75.8214697,
Kozhikode,Dajin Kakkur,guest_house,11.3985487,75.8298547,
Kozhikode,Rashid Super Arrow,guest_house,11.4448894,75.689429,
Kozhikode,Medora Hotel,hotel,11.254607,75.7859117,
Kozhikode,Chintavalap Flats,apartment,11.2537577,75.7866907,
Kozhikode,Shamseena Mukkam,guest_house,11.3173372,75.9474333,
Kozhikode,Kerala Hydel Tourism Centre,guest_house,11.5488908,75.894472,
Kozhikode,Khaleej Residency,guest_house,11.246341,75.7989623,
Kozhikode,Anakkallumpara Water Falls,attraction,11.3919907,76.0740623,
Kozhikode,Patham kayam,attraction,11.438864,76.0178827,
Kozhikode,The Outrigger,guest_house,11.3297448,75.7365779,
Kozhikode,RAJIV GANDHI MINI STADIUM,camp_site,11.3864154,75.8240871,
Kozhikode,Vanaparvam Biodiversity Park,attraction,11.5004443,75.9725112,
Kozhikode,Kattikkanayil House,guest_house,11.3888018,76.0418012,
Kozhikode,kumbidan waterfall,attraction,11.3971474,76.031261,
Kozhikode,Aquapet International,aquarium,11.392341,76.0380732,
Kozhikode,Asset Inn Tourist Home,hotel,11.3070357,75.8796561,
